train_number,journey_date,scheduled_travel_hours,distance_km,zone_congestion_index,monsoon_flag,fog_risk,coach_count,loco_age_years,actual_delay_minutes,delayed_gt_15min
20531,2025-01-01 13:58:44.392439243,25.858556914423026,1329.2890880167647,1.0629749422681358,1,0,19,17.1799816659873,60.19259065542772,1
14711,2025-01-01 14:51:09.666966696,17.138036423111433,322.7192117761397,0.8113297477130915,0,0,17,6.159710804029775,0.0,0
12000,2025-01-01 15:43:34.941494149,17.16544542741549,1516.4121579094326,0.6677690571846643,0,0,18,15.778500672671484,0.0,0
21019,2025-01-01 16:36:00.216021602,40.64572863463325,1435.628160553388,1.0814219825610971,0,0,22,18.946738950504134,47.23290544510052,1
15911,2025-01-01 17:28:25.490549054,31.963225651049527,1558.4646366912896,1.46225347100079,1,0,18,18.982109031187793,46.68595137046515,1
14711,2025-01-01 18:20:50.765076507,45.75983682603026,2465.5899783101786,1.1510981972664345,0,1,18,2.8726157977455014,0.0,0
12301,2025-01-01 19:13:16.039603960,39.522477661640906,2236.42121450975,1.0293145172557647,1,0,23,10.101968484642953,53.61091211307082,1
12748,2025-01-01 20:05:41.314131413,37.785149221492254,1092.8049558631797,1.6382060631144093,0,0,22,8.95802064324354,28.39223437613193,1
12575,2025-01-01 20:58:06.588658865,35.49496614965404,587.5153260275374,0.8645655482782748,1,0,22,1.2991547507865562,79.38509915347475,1
12625,2025-01-01 21:50:31.863186318,5.44142779635345,1056.642065219466,1.4737863557717505,0,1,18,20.891720731420392,0.0,0
14840,2025-01-01 22:42:57.137713771,41.51624107154588,1256.212091812392,0.743539307782197,0,0,18,13.59495277023684,43.41905789467645,1
20587,2025-01-01 23:35:22.412241224,25.46965416524274,1816.1095798978959,1.038739572863507,1,0,17,10.27250911919757,0.0,0
12951,2025-01-02 00:27:47.686768676,34.7831809710983,2602.5634740681517,0.6924328744189607,0,1,21,8.085569476452353,0.0,0
13858,2025-01-02 01:20:12.961296129,16.97813603854392,874.6895854447027,0.6653089631181297,0,0,17,7.736279303295315,0.0,0
12952,2025-01-02 02:12:38.235823582,31.441943267247524,2123.8034956911283,0.6260363522134283,0,0,22,16.136503260571924,61.5326672418466,1
15908,2025-01-02 03:05:03.510351035,42.010897444769334,1284.0182146596835,1.4180804855094595,0,0,16,10.627197468999588,0.0,0
19010,2025-01-02 03:57:28.784878487,30.044902279605555,423.3805254174438,1.7985678397899438,0,0,22,24.13325084079849,0.0,0
13504,2025-01-02 04:49:54.059405940,41.99585171401611,1655.8909384138858,0.8971018978184795,0,0,20,21.179975680476534,46.200020265289595,1
18371,2025-01-02 05:42:19.333933393,17.670492416065724,2587.660032067358,1.177979483332077,0,0,22,10.893034409936718,0.0,0
15911,2025-01-02 06:34:44.608460846,13.412098696820676,1017.3030635058115,1.7762109244534012,0,0,22,15.532193291743088,0.0,0
16236,2025-01-02 07:27:09.882988298,40.644308049555036,533.5621276548006,0.8027513509437222,1,0,15,14.855651355389856,1.4926584139001946,0
12626,2025-01-02 08:19:35.157515751,10.717669650710448,1033.3611393824979,0.6344630877627804,0,0,15,18.084687552379474,0.0,0
12951,2025-01-02 09:12:00.432043204,5.1443146872107475,707.3653301964814,1.4621994116903991,0,0,22,23.15749771619398,14.600274923832643,0
12000,2025-01-02 10:04:25.706570657,27.073632806381703,1006.5456464036342,1.5153383542052015,0,0,16,2.190676462792722,23.040260592963875,1
20991,2025-01-02 10:56:50.981098109,14.54311704277223,694.4600168968454,1.1452522088148318,0,0,18,24.263390824153163,0.0,0
20963,2025-01-02 11:49:16.255625562,8.433188711078023,930.2358787404869,1.3268007094495933,0,0,16,16.654252818044895,12.154031300730441,0
11050,2025-01-02 12:41:41.530153015,15.48430226497581,2628.938962100161,0.812914289061144,0,0,19,7.96525732278275,5.03594689699624,0
20537,2025-01-02 13:34:06.804680468,21.369672793399904,1374.785093637969,0.788625813473006,0,0,18,19.839815215120293,0.0,0
19100,2025-01-02 14:26:32.079207920,13.821873663561721,1142.1992872909182,0.6095277970702115,0,0,16,18.1331014626198,0.0,0
20587,2025-01-02 15:18:57.353735373,28.392072004718898,2110.045217615482,1.4665984930668157,0,0,18,1.1683478142490396,70.31635946938525,1
13227,2025-01-02 16:11:22.628262826,47.99545559071163,2390.49546376324,1.5688533932669118,0,0,17,15.455355781191313,56.19324506625065,1
18371,2025-01-02 17:03:47.902790279,45.04673364590916,874.1899731693302,0.8025084282189614,0,0,15,1.3046172759953993,0.0,0
12441,2025-01-02 17:56:13.177317731,27.114299615738183,2353.3889356118443,1.6793731299155656,0,0,18,16.808583096809876,21.455402099480935,1
12814,2025-01-02 18:48:38.451845184,8.328054367027574,1317.866490916357,1.6023349425260902,0,0,17,22.20304735103305,42.19794827325201,1
21540,2025-01-02 19:41:03.726372637,12.769844310813447,813.0888583087675,1.410161119991264,0,0,21,24.752177389878305,10.695014791418625,0
20537,2025-01-02 20:33:29.000900090,30.055908397459298,443.67741429019947,1.0239753213550702,1,0,23,8.737741499169037,28.749191093786152,1
15738,2025-01-02 21:25:54.275427542,9.778389658655694,2487.963946181124,1.481326302795904,0,0,18,10.85944747595828,0.0,0
15908,2025-01-02 22:18:19.549954995,35.709013337146814,1663.9335365873058,1.4293992005135556,0,1,18,14.05223993338658,13.405080062329208,0
21019,2025-01-02 23:10:44.824482448,20.508608856726156,2605.4933567081757,1.2467738079942063,0,1,17,15.644892105450655,14.581773262192037,0
12301,2025-01-03 00:03:10.099009900,35.05093007627194,805.5950839460827,1.6172554355103383,0,0,22,22.193248873762432,0.0,0
17753,2025-01-03 00:55:35.373537353,33.234743838821466,1641.5341065222822,1.489284191833105,0,0,20,20.49302882632287,0.0,0
12575,2025-01-03 01:48:00.648064806,10.638915287446654,2770.8482769766333,1.162544809603447,0,0,20,19.850132890139324,9.2410937945743,0
12575,2025-01-03 02:40:25.922592259,24.43272138484595,1795.341731388153,1.554780407626379,0,0,20,10.86247380909028,72.149575550853,1
15738,2025-01-03 03:32:51.197119711,11.7595862908919,1056.2100388420924,0.635536494059568,0,0,17,14.204596297922151,37.12624929950828,1
11928,2025-01-03 04:25:16.471647164,32.79922797911267,2795.492935070385,1.635273395224457,0,1,21,15.088965423958843,34.469289561182926,1
15738,2025-01-03 05:17:41.746174617,43.053516587361614,1933.9780592421866,1.6101932739238052,0,1,17,24.289911848013684,39.22618854378899,1
13936,2025-01-03 06:10:07.020702070,33.90584073267688,539.2799032428399,1.6195158773203824,0,0,22,22.000005573775066,13.02568828245189,0
12748,2025-01-03 07:02:32.295229522,39.7836801219273,990.9908301018932,1.4853390801005362,0,0,15,15.095539486301965,0.0,0
13661,2025-01-03 07:54:57.569756975,22.116548271230034,2836.6257459931708,1.7556936979382303,0,0,15,9.882572453307263,24.099040985092323,1
20531,2025-01-03 08:47:22.844284428,14.899276188957804,2775.3222712271677,1.4589823719370174,1,0,15,18.481092996447202,105.90985495410983,1
20648,2025-01-03 09:39:48.118811881,35.89233720535843,2433.625004850816,1.4155192761090727,0,0,16,10.504179960471241,105.78253207852461,1
20531,2025-01-03 10:32:13.393339333,47.44530269637254,1876.5725649783394,0.5537368006146157,1,0,18,12.13989283285004,9.469022252200883,0
12625,2025-01-03 11:24:38.667866786,43.74091843781137,2834.464886739442,1.736575540706878,0,0,23,18.139850011671662,33.036820072527995,1
20587,2025-01-03 12:17:03.942394239,15.704864263102847,2530.685349068597,0.5600625061648581,0,0,22,20.4095746021001,0.0,0
13936,2025-01-03 13:09:29.216921692,28.097629136604713,2361.5263306622137,0.7399052918481739,0,0,21,12.024330584264348,18.86315678791046,1
12626,2025-01-03 14:01:54.491449144,26.312342602736262,1913.8549571893195,1.103433693394061,1,0,21,19.66324452070843,0.0,0
13287,2025-01-03 14:54:19.765976597,6.068340853190994,2404.4187165576363,1.3023142335277216,0,0,19,5.599147262977267,0.0,0
18371,2025-01-03 15:46:45.040504050,13.244678520312068,1806.0878956898775,0.9591866572266827,0,0,23,22.914711762332757,20.12988197661082,1
20537,2025-01-03 16:39:10.315031503,26.310272450253272,2302.7708833346123,1.4019457790866643,1,0,18,20.73905691370736,51.10590150191332,1
12951,2025-01-03 17:31:35.589558955,20.826472856947202,855.3092758156664,1.3504699070427357,0,0,18,2.3762959697703856,24.70960821275642,1
19010,2025-01-03 18:24:00.864086408,20.24261927444971,2665.9302228953525,1.7975129615251753,1,0,22,9.054038058229288,36.44011940349858,1
20991,2025-01-03 19:16:26.138613861,6.3419660068926405,1895.0926606239598,0.8661668589192542,0,1,23,20.58155695661224,51.79363957302799,1
19209,2025-01-03 20:08:51.413141314,5.160916855590513,925.806255897362,1.3797118845202518,0,0,16,10.086991026329382,65.59579918966296,1
14840,2025-01-03 21:01:16.687668766,42.880807270750346,1194.8142758608278,1.4096549790652477,0,0,23,8.404029823808408,46.65678315303647,1
12748,2025-01-03 21:53:41.962196219,22.93687597323343,2605.176853729039,0.8022834490669833,0,0,22,9.77213034316435,36.927415866594075,1
12000,2025-01-03 22:46:07.236723672,34.36841410213828,2016.7301494065885,0.6946864821071641,0,0,23,13.508222738019217,26.762738138846593,1
12814,2025-01-03 23:38:32.511251125,25.06544584824022,1771.468461568265,1.7397231957982613,0,1,20,23.956843457747908,2.8334351264338764,0
13344,2025-01-04 00:30:57.785778577,42.155097223457744,2814.7881239555118,0.7671719815690364,0,0,23,5.456769805829358,0.0,0
21775,2025-01-04 01:23:23.060306030,24.335888637088836,2219.5913043535174,1.2847607586485836,0,0,21,6.14604296753217,77.08995832597023,1
13287,2025-01-04 02:15:48.334833483,9.472947880925148,1324.4691645788337,1.545395906104217,0,1,22,14.249075086190828,94.31165347540687,1
11374,2025-01-04 03:08:13.609360936,39.14642096443719,687.3036367909557,1.022451205390452,0,0,16,1.021215914771581,0.0,0
20587,2025-01-04 04:00:38.883888388,15.91966604043417,2061.06672252665,0.8216124938297195,0,1,16,19.386730691493867,0.0,0
16229,2025-01-04 04:53:04.158415841,15.435140484255331,2632.028948276591,1.1855273646030835,0,0,22,14.50749206849371,0.0,0
20991,2025-01-04 05:45:29.432943294,38.4868914206403,2711.885589053,1.1650323383424661,0,0,15,1.358562885940696,0.0,0
20587,2025-01-04 06:37:54.707470747,20.495302263017052,772.7945868202662,0.6245543497018886,0,0,22,18.089455096589298,0.0,0
20963,2025-01-04 07:30:19.981998199,41.09541930135431,2412.261976415077,0.6651753574350109,0,0,20,16.43657059418559,141.1570158076026,1
12748,2025-01-04 08:22:45.256525652,16.521169347306852,1613.3013272423173,1.7876417237632116,0,0,22,15.040675303575437,13.381974288140782,0
20507,2025-01-04 09:15:10.531053105,28.33373620603792,1542.1733814623333,1.7152423216595147,0,0,21,23.928522172725582,70.69502865102527,1
16762,2025-01-04 10:07:35.805580558,41.36407937816652,2196.0285715072037,1.570858421580429,0,0,22,8.376955021267513,7.934937803968259,0
21775,2025-01-04 11:00:01.080108010,46.17767755880721,858.707219847533,0.6439892030183907,0,0,16,20.426158377935508,0.0,0
21775,2025-01-04 11:52:26.354635463,16.25498475443081,1584.7555500292099,0.5496187216695333,0,0,22,20.25786167379746,61.69674736676063,1
12951,2025-01-04 12:44:51.629162916,7.365550341397795,1281.5117986667306,1.286258843335157,0,0,20,14.84906565559383,29.470760537176783,1
12747,2025-01-04 13:37:16.903690369,28.547132810786266,874.7087324113062,0.9476337142108902,0,0,21,1.1083851371550493,83.5791184234798,1
16229,2025-01-04 14:29:42.178217821,37.73437646674286,2127.123352021088,1.6608242159723856,0,1,17,9.537034561938054,0.0,0
13504,2025-01-04 15:22:07.452745274,14.639989746598657,1050.5671367432033,1.4547951145330345,0,0,15,20.29157436962261,71.90320644808955,1
14840,2025-01-04 16:14:32.727272727,24.632624966306818,539.9016851215333,1.7872741027474095,0,0,15,9.138357259348203,109.58088913451247,1
20587,2025-01-04 17:06:58.001800180,14.845946787376759,1644.204248198051,1.1365839204026513,1,0,20,20.11310579035702,0.0,0
20991,2025-01-04 17:59:23.276327632,7.269711072551395,999.2803977443544,1.5080108881246423,1,0,22,18.33421094131794,18.16313229631138,1
12951,2025-01-04 18:51:48.550855085,12.45917249097676,1436.9672710446243,1.7065614683227308,0,0,15,5.040137504718939,5.679637256717914,0
16880,2025-01-04 19:44:13.825382538,40.674456402391385,397.27213833595687,1.1861199166450802,0,0,15,16.32701317465734,60.90167338136527,1
15911,2025-01-04 20:36:39.099909991,36.27176315983252,2240.35218979654,1.6373611119687774,0,1,17,13.638477789402558,104.68737911992636,1
20737,2025-01-04 21:29:04.374437443,10.210196119405095,1134.5766842033133,0.9341078528255956,0,0,16,11.540387507627088,0.0,0
11233,2025-01-04 22:21:29.648964896,46.52611554891478,1634.2714407002434,1.312403943179831,0,0,16,12.983115739849989,41.65427262236998,1
15908,2025-01-04 23:13:54.923492349,19.693577898788394,746.7421808914003,0.9661244565229579,0,0,19,9.040445060309963,46.80085818844023,1
12626,2025-01-05 00:06:20.198019801,30.29246731037358,498.24628034257165,1.418904974691016,0,0,21,17.62358423946479,38.667453295675216,1
21019,2025-01-05 00:58:45.472547254,18.03593615315954,2485.7398592918466,1.6253692492010683,0,1,21,22.73351024177763,67.45036315706284,1
14711,2025-01-05 01:51:10.747074707,19.47953696385575,1246.7125711280346,1.6864417004396948,1,0,18,13.881940776402024,49.61772011675373,1
12748,2025-01-05 02:43:36.021602160,5.75916584137456,2033.3872033634868,1.440992166855862,0,0,15,15.382749558431268,0.0,0
12000,2025-01-05 03:36:01.296129612,26.625870141953055,727.2005255573554,0.6362400884226866,0,0,21,2.696653975278698,0.0,0
18841,2025-01-05 04:28:26.570657065,29.865229611900066,2946.09176053685,1.6567474970778104,0,0,23,14.664401235281392,0.0,0
20587,2025-01-05 05:20:51.845184518,11.940992392165153,2840.313320319875,0.968124253917537,1,0,23,19.53367494729416,0.0,0
12575,2025-01-05 06:13:17.119711971,37.50023821529884,1294.3082378057497,1.1501209554858574,0,0,22,15.72445389613786,0.0,0
13344,2025-01-05 07:05:42.394239423,46.67518755470967,2990.446255344843,0.5972355822562989,1,0,15,24.486330167834378,30.43445873045619,1
11928,2025-01-05 07:58:07.668766876,38.92312899296962,2288.1707820351685,0.9190162638787422,1,1,15,8.791646814067807,46.48773447538143,1
14711,2025-01-05 08:50:32.943294329,33.49399824999902,408.2726015032552,0.7066507081030305,0,0,19,21.24282579530784,0.0,0
20737,2025-01-05 09:42:58.217821782,37.40233553794586,2455.0269223036366,1.478312737307807,1,1,22,4.817592577238957,5.436433671698783,0
12000,2025-01-05 10:35:23.492349234,9.597368742873606,1072.5412582326708,1.0687459829957024,0,0,18,2.797716745647892,5.314807247073238,0
13287,2025-01-05 11:27:48.766876687,38.0839555951495,1085.0163295086622,1.0050816195342653,0,1,22,23.687983550005058,0.0,0
21019,2025-01-05 12:20:14.041404140,25.70330823022626,1430.8683592503312,0.5137550743911357,0,0,19,16.659074457227305,0.0,0
12625,2025-01-05 13:12:39.315931593,16.629493351440743,1529.921888852146,0.6746276856722574,1,0,19,13.69384346712706,12.34612756089334,0
12000,2025-01-05 14:05:04.590459045,28.807304329339562,1666.0339333055965,1.532969773771515,0,0,23,17.285596052023454,0.0,0
21540,2025-01-05 14:57:29.864986498,44.752408552047804,903.7856289458058,1.227230197087354,0,0,16,10.85477766316429,2.8719986186264315,0
12748,2025-01-05 15:49:55.139513951,13.222872566003884,2687.4027224942383,1.322223098427291,0,0,20,11.56027042342264,0.0,0
12000,2025-01-05 16:42:20.414041404,46.40261409835994,1429.330538178395,1.7994752434148689,0,0,16,20.528274448481294,19.848589250749658,1
20587,2025-01-05 17:34:45.688568856,25.02797360262225,2530.2978738331853,0.7179487196579493,0,0,22,23.94317375769859,0.0,0
19209,2025-01-05 18:27:10.963096309,11.25575459821554,1107.1279675192554,1.603663979144246,0,0,15,7.284965912305604,0.0,0
12000,2025-01-05 19:19:36.237623762,7.244932508033062,1586.2184953814474,0.9724675281883977,0,1,15,17.687733392713326,25.366531250297005,1
18371,2025-01-05 20:12:01.512151215,24.67936597152457,2548.5189068515115,0.8054618304380556,1,0,15,22.120560191228073,27.911305621959695,1
12302,2025-01-05 21:04:26.786678667,20.433737928423113,1880.8019257340418,1.0705740228458704,0,0,21,16.02926900539782,0.0,0
14711,2025-01-05 21:56:52.061206120,8.624139672976023,2876.6015665659165,0.8915675014537808,1,1,18,14.118864917947683,25.040820460248796,1
12441,2025-01-05 22:49:17.335733573,11.84276177984572,2071.2603833793614,1.5381693452491352,0,0,23,11.698853326257233,0.0,0
13936,2025-01-05 23:41:42.610261026,30.747739127074844,2084.6400524729956,1.233121113413361,0,0,15,18.052797845111286,50.009108428879124,1
20737,2025-01-06 00:34:07.884788478,11.708667068070023,1935.6902484554164,0.7309524254078433,1,0,22,9.841831359728001,0.0,0
19485,2025-01-06 01:26:33.159315931,20.301077689277633,330.42495047350906,0.9613688772209323,0,0,22,6.717918263043956,26.97129314983656,1
15738,2025-01-06 02:18:58.433843384,38.26552392822776,1632.2253962748782,1.511600115581795,0,0,18,13.548204588743808,41.71895301549733,1
20963,2025-01-06 03:11:23.708370837,39.88464287279427,300.1641363241883,1.2537608161148248,0,0,19,10.429278053502225,0.0,0
21336,2025-01-06 04:03:48.982898289,23.922873949424403,1316.3753997149288,1.2311629627076819,0,0,19,20.84675022713259,29.77734805841167,1
11050,2025-01-06 04:56:14.257425742,15.33545119537529,907.7440389096909,0.8784483015863604,0,0,21,21.881696463388067,0.0,0
12747,2025-01-06 05:48:39.531953195,28.343943597298427,462.3520500256172,1.6461429980503604,0,0,18,17.16713310569996,72.53673265468942,1
18841,2025-01-06 06:41:04.806480648,25.67064321039033,640.9173848776604,1.1366367594716726,1,1,19,8.850432297730062,21.709590424784086,1
14711,2025-01-06 07:33:30.081008100,19.89929637644497,1057.2595741328369,1.444904253582968,0,0,22,21.2407354121382,0.0,0
13504,2025-01-06 08:25:55.355535553,24.277423007915644,552.9443532322148,1.2196109739646284,1,0,23,18.440480278284294,0.0,0
12441,2025-01-06 09:18:20.630063006,26.67688507811947,2628.9818549129163,1.2368963682729235,0,0,23,20.77627172350873,51.699212047340055,1
21775,2025-01-06 10:10:45.904590459,6.7914582474731775,1930.741151159955,0.6286940293465083,1,0,20,1.6652409205571095,77.82027891070038,1
20737,2025-01-06 11:03:11.179117911,19.638673653685554,2376.127470499577,1.1725539089790522,0,1,17,5.7385269887788555,0.0,0
12748,2025-01-06 11:55:36.453645364,16.513366885981906,1770.6543896918272,0.9220699194212456,1,0,21,6.501563808015968,100.91905929620171,1
20290,2025-01-06 12:48:01.728172817,44.834599073611635,1747.741476791066,0.8463220879074865,0,0,19,14.58942594811489,9.809880853417633,0
14840,2025-01-06 13:40:27.002700270,10.672289200071004,1397.304475894588,1.639720328935828,0,0,16,11.262662883660262,22.48535543001862,1
20991,2025-01-06 14:32:52.277227722,22.25318656898639,1808.49497470832,1.783323970669044,0,0,22,9.267027112260761,45.72125802815701,1
12951,2025-01-06 15:25:17.551755175,25.528861721393415,1665.1120865836986,1.0588350778333857,0,0,22,22.716018955115544,101.49870649606886,1
12951,2025-01-06 16:17:42.826282628,36.62737004520519,908.9386436483067,1.7786995990448795,0,0,18,8.74597913356381,0.0,0
13661,2025-01-06 17:10:08.100810081,12.513012832981092,1697.0264259164765,1.683646825959745,0,0,23,21.4179850284594,64.27034420173956,1
19336,2025-01-06 18:02:33.375337533,44.16821525128059,1045.2585035546585,1.0111686268048308,0,0,16,10.499547031832076,0.0,0
14711,2025-01-06 18:54:58.649864986,36.44869568684705,1141.4563568770714,1.5533834678352445,0,0,21,5.3817924962155805,24.03965350170767,1
20648,2025-01-06 19:47:23.924392439,6.390089244297173,1395.9678311489572,1.485899127367902,0,0,21,7.55431240065021,6.404259705812912,0
19100,2025-01-06 20:39:49.198919891,30.542075832491776,2617.003345128236,1.7644951949615886,0,0,15,18.221045459598244,0.0,0
12441,2025-01-06 21:32:14.473447344,38.97347081320428,486.04000449544935,0.7591388208510992,1,0,16,8.436891568189933,25.392715274579928,1
13227,2025-01-06 22:24:39.747974797,13.442255032507582,1261.5402035146474,1.2497896828080248,0,0,16,20.117139419173185,46.672580585575595,1
20648,2025-01-06 23:17:05.022502250,9.631891132145029,2948.961779247403,1.1739430990452915,0,0,21,4.481968148367597,63.74698225621486,1
19100,2025-01-07 00:09:30.297029702,5.048048351434937,2286.078195536571,0.8133053538899493,0,0,20,2.0215285561268193,0.0,0
14840,2025-01-07 01:01:55.571557155,16.748671378564318,374.73935478739696,0.5895116971105457,0,1,17,16.19364974405972,51.450282095739446,1
15911,2025-01-07 01:54:20.846084608,20.31451056744319,1480.7024966825963,1.4453000817860822,0,1,23,13.024005809879949,0.0,0
11928,2025-01-07 02:46:46.120612061,14.865881570923444,2252.0241544613637,0.6622208438168122,1,0,18,15.873524968065094,0.0,0
12603,2025-01-07 03:39:11.395139513,33.495360564235156,2468.4357493300326,0.6963301984663626,0,0,22,8.137506916780492,19.05944815286622,1
12626,2025-01-07 04:31:36.669666966,43.47040887767463,835.742417076506,1.5329566958661711,0,0,21,15.380044196734719,0.0,0
20531,2025-01-07 05:24:01.944194419,12.558936473362621,1389.328719470334,1.7697579730232955,0,0,23,12.548178287706099,0.0,0
16229,2025-01-07 06:16:27.218721872,14.652894293367048,1972.198792925232,1.2073534883862305,0,0,18,23.602680571238277,44.494430647190285,1
11928,2025-01-07 07:08:52.493249324,12.036877226341067,2512.1109758120824,1.0012501346598728,0,0,23,18.346391181190306,69.58193239353713,1
20963,2025-01-07 08:01:17.767776777,6.205135147677781,2508.9802187109754,0.7827185806270058,1,0,18,10.595154496636518,89.60903086709216,1
12626,2025-01-07 08:53:43.042304230,41.681684289650136,1076.8482926166039,1.5649230785204333,0,0,15,17.143654633608755,58.40160714429446,1
21775,2025-01-07 09:46:08.316831683,27.15671516276675,2259.536177398001,1.271912482278239,0,0,23,18.801313213543903,59.136778134573376,1
15738,2025-01-07 10:38:33.591359135,19.211215340632247,1484.9772739604916,1.2499151738811303,0,0,20,4.100389275559275,55.226275889511314,1
13227,2025-01-07 11:30:58.865886588,10.417219705373368,551.2349454772913,1.0912740845958169,0,0,22,17.124393736730358,1.5463958418773203,0
20537,2025-01-07 12:23:24.140414041,8.129371874325855,1447.7543088360653,1.4276068130221509,0,0,23,22.240771705238092,0.0,0
20507,2025-01-07 13:15:49.414941494,6.211844491394186,2382.352742350044,1.6416147185618037,0,0,23,1.6515533318238393,81.99953264933791,1
20963,2025-01-07 14:08:14.689468946,13.97549219987682,2049.8854668492986,1.7236816459263737,1,1,15,8.693054333328792,61.40150024366052,1
12951,2025-01-07 15:00:39.963996399,9.732514224530252,899.2708607206378,1.5857922965216806,0,0,21,24.00239581632036,0.0,0
19100,2025-01-07 15:53:05.238523852,32.386049867551456,856.6163693888794,1.0643088958250804,1,0,22,14.658597529681943,60.020553582250976,1
18841,2025-01-07 16:45:30.513051305,25.540652874436134,734.2309968573139,0.7411639433961822,0,1,16,12.628188240853548,0.0,0
16236,2025-01-07 17:37:55.787578757,14.59211300070841,2351.9407062044256,1.4491431355995146,0,1,16,12.499994318154922,37.10335426254938,1
15911,2025-01-07 18:30:21.062106210,28.78599636506193,685.259118202322,0.7638577136990428,1,0,15,3.1936407496135057,15.862803826171655,1
16880,2025-01-07 19:22:46.336633663,26.840345939180043,1224.0672382142377,1.6319347233891708,0,0,15,12.96481797343176,49.16808827753168,1
20963,2025-01-07 20:15:11.611161116,12.600553878429636,789.8617228216929,0.9240760642799843,0,0,16,4.9553661241075995,34.59805166048065,1
15908,2025-01-07 21:07:36.885688568,30.90618044620393,815.8982305037151,0.8067912117012979,0,0,16,2.4371845434270973,0.0,0
13344,2025-01-07 22:00:02.160216021,23.677704306186925,883.2995801889946,1.3774796069700264,0,0,21,1.8838515864677055,0.0,0
19209,2025-01-07 22:52:27.434743474,26.761931668727758,1961.9104499876485,0.7204350240890818,0,0,15,4.6091405511637085,0.0,0
12441,2025-01-07 23:44:52.709270927,37.071381041795014,2760.252245225402,1.5360028408993325,0,0,21,14.0781358186285,46.883167143040524,1
19010,2025-01-08 00:37:17.983798379,27.319864292956716,2510.07008289363,0.9392834801193035,1,1,21,14.55674845304117,8.957306474145701,0
15738,2025-01-08 01:29:43.258325832,5.168107888385093,2422.348070885421,0.7693696887771628,1,0,20,5.207354722807348,0.0,0
15911,2025-01-08 02:22:08.532853285,20.087090822004484,2205.9942638862262,0.6158851269408074,0,0,23,21.86267504859818,44.4162776486811,1
21019,2025-01-08 03:14:33.807380738,27.588007058353472,2311.8191893309267,0.7105154945107233,0,1,16,13.822992330070123,37.450725464100586,1
11374,2025-01-08 04:06:59.081908190,43.93862939708917,1152.0202835169503,1.4677049972754543,0,0,19,16.857815678539293,86.01130958409281,1
20737,2025-01-08 04:59:24.356435643,43.00091386221923,1094.7280512603231,1.0102329176888287,0,0,23,14.293395719083584,0.0,0
19010,2025-01-08 05:51:49.630963096,34.86292253953039,338.10099250329847,1.2960378355710458,0,0,18,2.737364994969682,74.67228753340953,1
14711,2025-01-08 06:44:14.905490549,44.371673758433005,579.7691073948079,1.4965238837130543,0,0,16,19.193670478980774,23.11885408841353,1
15908,2025-01-08 07:36:40.180018001,14.86459890922628,2581.20391691663,0.671593573098084,0,0,18,19.438316387492208,83.65230498984923,1
12952,2025-01-08 08:29:05.454545454,27.06501938664366,2234.8330412243386,0.7570634096783598,0,0,22,13.090575989517365,58.74183976013501,1
